_id,_rev,Tempo,Estação,LAT,LONG,Movimentação,Original_473,Original_269,Zero,Maçã-Verde,Tangerina,Citrus,Açaí-Guaraná,Pêssego,TARGET,row,topic,payload,qos,retain
13d8d9a7b4ed4ad3531868a30038dd3e,1-d7d092922ace1ea3669782be9fe39c42,2019-2-24,Campo Belo,-23.6188,-46.6823,23025,54,50,65,25,20,43,6,39,NORMAL,15534.0,,,,
13d8d9a7b4ed4ad3531868a3003d2a4f,1-97c30b2b182e5167c1a6fd7842dec103,2018-9-27,Tamanduateí,-23.5929,-46.5897,49559,7,22,48,15,23,35,32,16,REABASTECER,3147.0,,,,
13d8d9a7b4ed4ad3531868a3004004d3,1-c6bb1e04684e9c7c87c7b313569299ac,2019-6-15,Campo Belo,-23.6188,-46.6823,23873,77,45,15,34,14,28,37,43,NORMAL,15645.0,,,,
13d8d9a7b4ed4ad3531868a30041319e,1-79d6b02ce5784c1c348fa2df98b9cbbd,2018-11-4,Consolação,-23.5581,-46.6606,114843,26,41,60,14,14,33,25,21,NORMAL,2464.0,,,,
13d8d9a7b4ed4ad3531868a300498f29,1-135b3efae6ee427248bcd1449ce4bbb4,2019-4-17,Tamanduateí,-23.5929,-46.5897,53058,11,15,65,35,18,9,4,6,REABASTECER,3347.0,,,,
13d8d9a7b4ed4ad3531868a30050bf90,1-7f88ee939eda886e21bd41ead1b43795,2018-3-7,Eucaliptos,-23.61,-46.6686,25469,50,45,21,37,31,3,27,34,NORMAL,15907.0,,,,
13d8d9a7b4ed4ad3531868a300726def,1-a5b2ee98144089a0298e433f7cee6545,2018-12-10,Tamanduateí,-23.5929,-46.5897,52212,77,60,53,19,26,19,37,34,NORMAL,3220.0,,,,
13d8d9a7b4ed4ad3531868a30072a385,1-53e836a43f8d839d573fec20978812c4,2019-1-16,Sé,-23.55,-46.6333,192024,19,23,65,43,7,33,17,43,NORMAL,3976.0,,,,
13d8d9a7b4ed4ad3531868a300733609,1-c4af271917e3fe8f28b73d8b6ff0e95d,2019-8-4,Eucaliptos,-23.61,-46.6686,23313,51,58,52,14,31,24,41,43,NORMAL,16414.0,,,,
13d8d9a7b4ed4ad3531868a30083cedf,1-6e76eb9e288733c3c79e544dfeef151a,2019-9-27,Tamanduateí,-23.5929,-46.5897,50389,5,45,49,38,35,22,10,9,REABASTECER,3507.0,,,,
13d8d9a7b4ed4ad3531868a30085e494,1-634cd91d49f796b37b7bddbc9684f321,2019-10-24,Tamanduateí,-23.5929,-46.5897,51552,7,7,47,26,17,25,38,33,REABASTECER,3534.0,,,,
13d8d9a7b4ed4ad3531868a30088eab6,1-13e8ad50530e984c3376dc92582ce73c,2018-1-20,Brás,-23.5451,-46.6162,71588,64,29,60,29,8,23,4,11,REABASTECER,4340.0,,,,
13d8d9a7b4ed4ad3531868a3008b0acf,1-c4109105f76f4092f206f4b4956d05da,2018-1-21,Sé,-23.55,-46.6333,194167,52,11,55,16,4,22,12,8,NORMAL,3621.0,,,,
13d8d9a7b4ed4ad3531868a30097bcf9,1-2217ba12a789c89862776e47a91bc707,2018-8-1,Sé,-23.55,-46.6333,192063,35,9,53,33,33,29,16,30,NORMAL,3811.0,,,,
13d8d9a7b4ed4ad3531868a3009bfbec,1-86c5cb045bfc1997e90616d49e02a2ea,2018-1-21,Paraíso,-23.57677,-46.63933,73022,67,27,56,6,39,40,13,10,REABASTECER,21.0,,,,
13d8d9a7b4ed4ad3531868a300ad3357,1-3f4345dbe845306194235bf5362d5a04,2019-7-7,Sé,-23.55,-46.6333,193843,73,53,26,14,23,8,20,17,NORMAL,4147.0,,,,
13d8d9a7b4ed4ad3531868a300b5eff5,1-d3efb1bcddcc8fbc03092f2770f72b50,2019-3-7,Paraíso,-23.57677,-46.63933,72766,45,38,24,43,11,18,23,3,REABASTECER,427.0,,,,
13d8d9a7b4ed4ad3531868a300c88a7a,1-73873fd766d34ce35ecf357c061053a5,2019-12-10,Paraíso,-23.57677,-46.63933,71684,56,34,12,6,21,15,22,6,NORMAL,700.0,,,,
13d8d9a7b4ed4ad3531868a300cd9b40,1-be7319675b79b05dec95b7b57b5a0417,2018-12-2,Brás,-23.5451,-46.6162,73715,21,52,7,25,41,9,27,39,NORMAL,4652.0,,,,
13d8d9a7b4ed4ad3531868a300d5b11d,1-fc6f0cb8cbd6912a2a3f21a8c3b45943,2019-5-23,Barra Funda,-23.5542,-46.6707,147557,18,65,8,7,35,12,36,26,REABASTECER,5543.0,,,,
13d8d9a7b4ed4ad3531868a300e52a3c,1-239cfc9b855113e1d5fd355095c491aa,2019-2-26,Brigadeiro,-23.5683,-46.6482,47005,27,16,26,19,11,39,34,31,NORMAL,1136.0,,,,
13d8d9a7b4ed4ad3531868a300edbb9a,1-575eeb91dcfbdac4a4f3e49c53f644d7,2018-4-13,Barra Funda,-23.5542,-46.6707,149030,21,57,10,3,9,12,2,2,REABASTECER,5143.0,,,,
13d8d9a7b4ed4ad3531868a300f4ec86,1-c47aeb90a3bec03411655b2db76786eb,2018-9-16,Tatuapé,-23.5402,-46.5765,67521,19,9,35,31,24,36,22,39,REABASTECER,6016.0,,,,
13d8d9a7b4ed4ad3531868a300f7a6ff,1-ae173ba8fc5493bf7a40d7fef42913cb,2018-11-1,Tatuapé,-23.5402,-46.5765,70070,33,65,28,19,12,30,22,43,NORMAL,6061.0,,,,
13d8d9a7b4ed4ad3531868a300f80e2b,1-2b7378f7761cd589866edd7042898920,2018-11-7,Tatuapé,-23.5402,-46.5765,68902,60,30,52,43,30,13,39,23,NORMAL,6067.0,,,,
13d8d9a7b4ed4ad3531868a300fafcdf,1-173df59b1c5262b640b3285a8d466fd1,2018-1-3,Trianon-Masp,-23.5634,-46.6544,45739,67,54,51,33,33,41,35,36,NORMAL,1443.0,,,,
13e2ad9c4bd9df8cfc7009518b054ded,1-1ef450011da4bd3df2f9b7995fafdd01,2018-6-7,São Joaquim,-23.5618,-46.6389,36154,10,65,39,38,14,40,25,1,REABASTECER,12397.0,,,,
13e2ad9c4bd9df8cfc7009518b066207,1-a97e3ef7a939aaf2bb0b5d006c2f2c97,2018-5-26,Butantã,-23.5844,-46.7252,66642,58,22,11,41,23,4,22,19,REABASTECER,9506.0,,,,
13e2ad9c4bd9df8cfc7009518b08ccae,1-af3bbb9b2c2711a36c56e5bb00777aa7,2018-7-11,São Joaquim,-23.5618,-46.6389,36395,41,31,27,30,15,7,33,7,NORMAL,12431.0,,,,
13e2ad9c4bd9df8cfc7009518b0f5312,1-2ec41c5e795122321b42d66b6c75648d,2018-9-18,São Joaquim,-23.5618,-46.6389,33928,53,21,23,25,7,21,31,29,NORMAL,12498.0,,,,
13e2ad9c4bd9df8cfc7009518b1db31b,1-74a29a835cd77c77be17a6b18e50e380,2019-2-12,Butantã,-23.5844,-46.7252,65950,8,15,39,9,29,22,7,25,REABASTECER,9762.0,,,,
13e2ad9c4bd9df8cfc7009518b362200,1-b8facd64475af4b8f92d9a1a1a9be59e,2019-12-8,Butantã,-23.5844,-46.7252,64506,15,20,11,11,14,7,16,27,NORMAL,10058.0,,,,
13e2ad9c4bd9df8cfc7009518b40d741,1-8ebde1909f4b1ab026fc01c40bce6ef8,2019-5-22,Vila Mariana,-23.5895,-46.6346,24536,54,21,18,35,32,36,25,23,NORMAL,14182.0,,,,
13e2ad9c4bd9df8cfc7009518b4297f9,1-c412c67d8b5e9a5d8502df1d74844f7a,2018-6-2,São Judas,-23.6255,-46.6411,14451,14,8,17,7,40,16,19,10,NORMAL,13112.0,,,,
13e2ad9c4bd9df8cfc7009518b46ba57,1-18737e39716637a534879180cc0c714e,2018-7-26,São Judas,-23.6255,-46.6411,16614,10,58,33,41,43,30,36,15,REABASTECER,13166.0,,,,
13e2ad9c4bd9df8cfc7009518b5696c5,1-a11f4fa02f7a041b599dff5efbcc1404,2019-1-29,São Judas,-23.6255,-46.6411,16438,57,48,17,10,37,7,26,32,NORMAL,13349.0,,,,
13e2ad9c4bd9df8cfc7009518b5d92c5,1-15369b1669a1a75dd63e9e26939699df,2019-4-2,Fradique Coutinho,-23.5661,-46.6841,33454,48,57,10,9,43,37,33,43,NORMAL,10532.0,,,,
13e2ad9c4bd9df8cfc7009518b684a3f,1-49843aa7bf7645880a0c6ac4f7fa9071,2019-8-29,São Judas,-23.6255,-46.6411,13980,65,30,41,16,8,14,2,16,REABASTECER,13559.0,,,,
13e2ad9c4bd9df8cfc7009518b77f6cc,1-4f551020249be67c84651690e6f677c5,2018-2-15,Luz,-23.5365,-46.6332,124870,75,57,15,6,24,29,35,31,REABASTECER,10845.0,,,,
13e2ad9c4bd9df8cfc7009518b82727c,1-440d9157bc05c0d49d7a80d4e4704691,2018-6-16,Luz,-23.5365,-46.6332,124909,86,54,37,17,6,12,31,15,REABASTECER,10966.0,,,,
13e2ad9c4bd9df8cfc7009518b98d03f,1-dead6c638ab0dee1a95459cc953036b2,2019-4-13,Vila Mariana,-23.5895,-46.6346,22676,15,62,53,7,12,28,8,4,REABASTECER,14143.0,,,,
13e2ad9c4bd9df8cfc7009518b9b9106,1-e777d00e7c881edf0aace96561d9ca60,2018-5-12,Campo Belo,-23.6188,-46.6823,25996,86,51,65,31,7,10,20,2,NORMAL,15252.0,,,,
13e2ad9c4bd9df8cfc7009518ba6f7df,1-decc259bb66e532709a0978e5ded104e,2019-10-21,Vila Mariana,-23.5895,-46.6346,21321,75,13,43,43,7,40,22,43,NORMAL,14331.0,,,,
13e2ad9c4bd9df8cfc7009518bb0d330,1-25411945ffe8ec3e803f4d0537d07a00,2018-2-12,Brooklin,-23.6263,-46.6878,27407,35,11,29,28,16,5,29,4,REABASTECER,14442.0,,,,
13e2ad9c4bd9df8cfc7009518bb73aea,1-680f3d9d5bdd5cbf9e620ce5ce60bd7e,2019-4-17,Campo Belo,-23.6188,-46.6823,26888,34,49,31,43,16,36,3,7,REABASTECER,15587.0,,,,
13e2ad9c4bd9df8cfc7009518bc2b554,1-8d92c3bbd5b5e6db96e0bc852ad42144,2018-7-27,Ana Rosa,-23.5813,-46.6383,66455,66,46,16,43,36,39,24,6,REABASTECER,11727.0,,,,
13e2ad9c4bd9df8cfc7009518bf88060,1-41d2e0b99583d2733f88da89fa32b69c,2018-4-23,São Joaquim,-23.5618,-46.6389,33442,38,31,2,14,23,8,25,36,REABASTECER,12353.0,,,,
13e2ad9c4bd9df8cfc7009518bf9456e,1-473133d24653dae267f4d6a09dbeac43,2018-6-25,Campo Belo,-23.6188,-46.6823,26943,13,35,32,34,43,43,29,3,NORMAL,15295.0,,,,
13e2ad9c4bd9df8cfc7009518bfea347,1-e06cf4ec39b4d3d45d4a65edca57d658,2019-8-9,Eucaliptos,-23.61,-46.6686,21786,86,39,11,31,14,10,21,29,NORMAL,16419.0,,,,
13e7970ff70c6c652e1712602c339c1b,1-a9fd9aad1289ae53ff0aa539d1b5ee03,2018-3-10,Paraíso,-23.57677,-46.63933,71412,9,52,31,39,16,28,18,36,REABASTECER,70.0,,,,
13e7970ff70c6c652e1712602c3f52a2,1-566b84c5921c8d4ee59ec335c0badffb,2019-3-1,Campo Belo,-23.6188,-46.6823,24562,64,3,9,7,36,15,21,10,REABASTECER,15541.0,,,,
13e7970ff70c6c652e1712602c3f5cd1,1-4ae43d3fafd4f33223dd2e1f63b1f0ec,2018-8-16,Paraíso,-23.57677,-46.63933,72262,33,65,15,12,26,2,7,40,REABASTECER,226.0,,,,
13e7970ff70c6c652e1712602c59719f,1-92649709ad184c35630b35d125328176,2019-8-22,Paraíso,-23.57677,-46.63933,70641,86,25,60,37,1,2,23,4,REABASTECER,592.0,,,,
13e7970ff70c6c652e1712602c5cece5,1-cb023ea6e22a7a26bb063c4130e44a28,2019-10-12,Paraíso,-23.57677,-46.63933,71697,60,55,20,43,29,43,37,37,NORMAL,642.0,,,,
13e7970ff70c6c652e1712602c5f6015,1-e68b553565f4cce0ce9616ee667a9364,2019-11-16,Paraíso,-23.57677,-46.63933,71710,30,40,50,32,33,29,33,43,NORMAL,676.0,,,,
13e7970ff70c6c652e1712602c6cf544,1-892876cdae5a7c033174188a4b640397,2018-12-12,Eucaliptos,-23.61,-46.6686,23585,75,56,25,22,8,19,17,31,NORMAL,16182.0,,,,
13e7970ff70c6c652e1712602c6ecbe5,1-b471cad5ee79121e52d6171545e51e58,2019-12-18,Consolação,-23.5581,-46.6606,112397,62,44,34,4,5,33,25,20,REABASTECER,2868.0,,,,
13e7970ff70c6c652e1712602c84d714,1-b9205f9e25d9d93f155b98b840b64fc4,2019-4-18,Brigadeiro,-23.5683,-46.6482,47496,34,38,65,26,6,22,43,37,REABASTECER,1188.0,,,,
13e7970ff70c6c652e1712602c87263d,1-e9428c9424155c49f5af7703141f3079,2018-1-3,Moema,-23.5489,-46.6388,17029,64,47,56,42,37,33,34,36,NORMAL,16563.0,,,,
13e7970ff70c6c652e1712602c8a36b9,1-411989e2ce0b2e74004121f39a43737b,2018-2-7,Moema,-23.5489,-46.6388,18873,86,43,5,20,14,9,26,33,NORMAL,16597.0,,,,
13e7970ff70c6c652e1712602c96f3e7,1-55bf74c54a5815959b04d0b2ecff8e24,2019-8-4,Tamanduateí,-23.5929,-46.5897,49788,86,15,26,31,19,39,43,26,NORMAL,3454.0,,,,
13e7970ff70c6c652e1712602ca621d2,1-1b4dd138da07d7fe8467ac27d16fceb0,2019-12-5,Hospital São Paulo,-23.5984,-46.6455,24337,86,50,34,15,26,9,6,38,REABASTECER,16991.0,,,,
13e7970ff70c6c652e1712602ca7fa02,1-0ba3f98c83d87bd08f74cc5ca7e7f876,2019-12-24,Hospital São Paulo,-23.5984,-46.6455,26367,77,65,42,5,34,34,21,3,NORMAL,17010.0,,,,
13e7970ff70c6c652e1712602cc806c5,1-6f81d37faba8261f7a496182c365c595,2019-3-8,Paraíso,-23.57677,-46.63933,70237,38,31,14,43,8,18,21,43,NORMAL,428.0,,,,
13e7970ff70c6c652e1712602cd8f576,1-6cab094a2eeec14cf19d138eef080d3c,2019-11-3,Paraíso,-23.57677,-46.63933,72052,86,59,4,20,43,26,38,43,NORMAL,663.0,,,,
13e7970ff70c6c652e1712602ce77348,1-b61b06f0bb155737af360e6745e9189a,2019-1-22,Consolação,-23.5581,-46.6606,112768,65,4,7,21,27,31,15,43,NORMAL,2542.0,,,,
13e7970ff70c6c652e1712602cea817c,1-dda1e8ebc1e4675ede2c8472f8701919,2018-7-21,Brigadeiro,-23.5683,-46.6482,47055,29,36,12,14,18,36,7,23,NORMAL,921.0,,,,
13e7970ff70c6c652e1712602cf50212,1-b9433d4cd8f3d0c1f949cefba2bfca3e,2019-3-19,Brás,-23.5451,-46.6162,73267,3,42,59,38,36,37,14,10,NORMAL,4759.0,,,,
13e7970ff70c6c652e1712602cf69bbf,1-b34fc9b6a0dd2ad31f2c3df1f45fbc58,2019-4-13,Brás,-23.5451,-46.6162,71155,13,28,9,17,15,9,10,8,NORMAL,4783.0,,,,
13e7970ff70c6c652e1712602cfce50a,1-dea957f72a969a08daa9b6707a1c3f70,2019-11-19,Consolação,-23.5581,-46.6606,114421,78,19,27,30,25,37,10,40,NORMAL,2839.0,,,,
13e7970ff70c6c652e1712602cfec9a6,1-cb915c5f8113cca12f406c4b4286e58c,2019-8-4,Brás,-23.5451,-46.6162,71764,48,65,37,14,32,11,23,4,REABASTECER,4894.0,,,,
13e9b450bc085b631b9e1d24570f7c4c,1-5085fefabd4a974fcafe93e0c06a4719,2018-7-6,Faria Lima,-23.5675,-46.6929,52242,40,57,18,28,8,43,33,38,NORMAL,8106.0,,,,
13e9b450bc085b631b9e1d245735cea4,1-173c36a33a3af36fe5ee5db7d69c217f,2018-3-24,Pinheiros,-23.5664,-46.703,77974,42,8,16,38,17,13,36,25,NORMAL,8724.0,,,,
13e9b450bc085b631b9e1d24573a4fcf,1-af027435eda212aa7f3fe4a2eae74191,2018-5-13,Pinheiros,-23.5664,-46.703,79297,79,63,11,41,20,10,15,13,NORMAL,8773.0,,,,
13e9b450bc085b631b9e1d24573d856d,1-7d64f4fe4de73cd156103db5736495a5,2018-6-20,Pinheiros,-23.5664,-46.703,78559,79,18,23,43,43,36,5,32,REABASTECER,8810.0,,,,
13e9b450bc085b631b9e1d24573e9a4e,1-f00dbb81d05c3af2795ea802fc26e2a6,2018-7-1,Pinheiros,-23.5664,-46.703,76995,56,11,10,2,5,43,8,29,REABASTECER,8821.0,,,,
13e9b450bc085b631b9e1d24574394e5,1-0bab1216189301f39c3fcc038ea8f6db,2018-8-27,Pinheiros,-23.5664,-46.703,77741,18,65,37,42,3,39,5,17,REABASTECER,8877.0,,,,
13e9b450bc085b631b9e1d245750444b,1-e1eaede6b5182a83d8ce798f2cad227e,2018-8-9,Pinheiros,-23.5664,-46.703,77621,9,54,37,16,29,6,29,5,REABASTECER,8859.0,,,,
13e9b450bc085b631b9e1d245754bb25,1-a4cf07916104d1932a88e4cce617007f,2019-3-30,Pinheiros,-23.5664,-46.703,76294,2,23,15,30,4,32,8,19,NORMAL,9090.0,,,,
13e9b450bc085b631b9e1d24575eb962,1-ddd99917b78b2a2cc3302c8bbcb3ac17,2019-7-20,Pinheiros,-23.5664,-46.703,78031,22,41,25,29,33,16,43,4,NORMAL,9200.0,,,,
13e9b450bc085b631b9e1d2457739da3,1-397a9cd7465855f0eb09b704710221c9,2019-10-2,Pinheiros,-23.5664,-46.703,78287,54,46,44,7,43,20,26,23,NORMAL,9272.0,,,,
13e9b450bc085b631b9e1d24578a4ecf,1-6c2d7ba79067765258f6d0d2eeb9dcff,2018-7-11,Butantã,-23.5844,-46.7252,64384,47,8,40,24,19,34,6,1,NORMAL,9551.0,,,,
13e9b450bc085b631b9e1d24578eac99,1-774c7d36b51d8e2ab994b83cda3af2ca,2018-7-26,Butantã,-23.5844,-46.7252,64748,86,39,16,15,43,29,40,33,NORMAL,9566.0,,,,
13e9b450bc085b631b9e1d24579295d0,1-a78f119289492c1949af4569e4c05d68,2019-4-17,Butantã,-23.5844,-46.7252,66074,4,24,61,32,15,11,8,31,NORMAL,9827.0,,,,
13e9b450bc085b631b9e1d245794e971,1-7e527db575c957fe0d2246579b0979f7,2019-5-19,Butantã,-23.5844,-46.7252,67812,49,10,14,20,26,15,37,29,NORMAL,9859.0,,,,
13e9b450bc085b631b9e1d2457a1de3f,1-31da56dd6d69aaff5a301128bc9a1bce,2019-4-11,Butantã,-23.5844,-46.7252,66499,66,55,32,2,41,25,34,8,NORMAL,9821.0,,,,
13e9b450bc085b631b9e1d2457a511b1,1-5848d6fd9cd9a7feeaae1fec90f06548,2019-5-23,Butantã,-23.5844,-46.7252,67205,12,54,52,15,11,7,24,11,NORMAL,9863.0,,,,
13e9b450bc085b631b9e1d2457ac4ddd,1-78a29455333126224c79502f53b148ce,2019-8-14,Butantã,-23.5844,-46.7252,67017,86,22,6,26,16,41,2,26,REABASTECER,9944.0,,,,
13e9b450bc085b631b9e1d2457b70d48,1-1955b3fe2f21439c58eebfb488c2a09f,2019-12-21,Butantã,-23.5844,-46.7252,65667,68,65,65,12,6,25,43,12,REABASTECER,10071.0,,,,
13e9b450bc085b631b9e1d2457baa8bd,1-c6d8f754943b430fce0f0894e24d1f75,2018-8-8,Fradique Coutinho,-23.5661,-46.6841,35134,52,3,14,29,13,26,40,19,REABASTECER,10298.0,,,,
13e9b450bc085b631b9e1d2457bb76b7,1-ab00c5bebd26f3c27eb362dd1e3cc64a,2018-2-16,Fradique Coutinho,-23.5661,-46.6841,34801,86,50,15,23,33,43,33,2,REABASTECER,10126.0,,,,
13e9b450bc085b631b9e1d2457bde4b3,1-b5d6fcd5ab3d9f6be9471cb3eda9cf8b,2018-3-15,Fradique Coutinho,-23.5661,-46.6841,34254,54,47,65,8,43,43,40,15,NORMAL,10155.0,,,,
13e9b450bc085b631b9e1d2457c3efc9,1-f8f9794356732982d8fe1459e8256e40,2018-5-21,Fradique Coutinho,-23.5661,-46.6841,34820,10,15,65,3,27,40,24,32,REABASTECER,10221.0,,,,
13e9b450bc085b631b9e1d2457c7607d,1-8ffb6d5745a979469905ff0964a100b3,2019-1-7,Fradique Coutinho,-23.5661,-46.6841,34300,48,32,17,21,30,11,43,31,NORMAL,10447.0,,,,
13e9b450bc085b631b9e1d2457cbfa33,1-798e7220936c2af2145f08ccb343fd24,2019-2-29,Fradique Coutinho,-23.5661,-46.6841,34143,39,50,33,21,36,25,5,37,REABASTECER,10499.0,,,,
13e9b450bc085b631b9e1d2457d1bd19,1-bbe5e85e493a90bb9c178fea23003eef,2019-5-6,Fradique Coutinho,-23.5661,-46.6841,34762,68,7,65,9,32,10,28,37,NORMAL,10566.0,,,,
13e9b450bc085b631b9e1d2457fece1c,1-f56864c26e5ac5e57816f14ee2162c59,2018-3-7,Luz,-23.5365,-46.6332,126561,38,54,65,25,11,43,38,28,NORMAL,10867.0,,,,
13f2fb425611ce22a0549168550524f2,1-10f22d28e15282a2767446179a96a8ff,2018-7-7,Vila Mariana,-23.5895,-46.6346,22614,41,23,26,32,43,5,12,5,REABASTECER,13867.0,,,,
13f2fb425611ce22a0549168550906b3,1-4f9a17651730388b7c0ff8cec167bc51,2018-9-1,Vila Mariana,-23.5895,-46.6346,23042,21,33,48,8,7,43,6,16,REABASTECER,13921.0,,,,
13f2fb425611ce22a0549168550a250a,1-409b0861a0638074220b44a53e9fc642,2018-12-9,República,-23.5436,-46.6434,108540,57,47,19,6,19,21,43,19,REABASTECER,6819.0,,,,
13f2fb425611ce22a0549168550e064a,1-89c62c0bab292a82d4314fe3594c83f4,2018-11-11,Vila Mariana,-23.5895,-46.6346,21492,86,15,35,9,19,10,18,27,NORMAL,13991.0,,,,
13f2fb425611ce22a0549168550eaf83,1-917b4514aa1ddb68019bcf1f34971ba7,2018-2-11,Tatuapé,-23.5402,-46.5765,69858,31,10,37,23,43,13,43,11,NORMAL,5801.0,,,,
13f2fb425611ce22a0549168550eb941,1-9f24342de3f8082cdee7812a5cb9b40d,2018-11-20,Vila Mariana,-23.5895,-46.6346,22869,6,19,44,28,26,20,25,36,REABASTECER,14000.0,,,,
13f2fb425611ce22a0549168550fa423,1-107008b4a773829e28f220975ba15849,2018-2-24,Tatuapé,-23.5402,-46.5765,67136,74,65,14,31,38,43,37,5,REABASTECER,5814.0,,,,
13f2fb425611ce22a05491685513ef9a,1-f45f2d10ef8328fa3af3e2b2ccd9825d,2019-5-3,República,-23.5436,-46.6434,107995,34,36,29,14,43,26,23,4,REABASTECER,6963.0,,,,
13f2fb425611ce22a054916855155f06,1-c3d59b6451c8abb4d03d009756f2e159,2018-5-27,Tatuapé,-23.5402,-46.5765,68016,56,1,13,43,43,36,4,30,REABASTECER,5907.0,,,,
13f2fb425611ce22a0549168551f2be4,1-e1c03a7ef46484a42f4bbddb5e3de497,2018-10-23,Tatuapé,-23.5402,-46.5765,68091,28,44,23,42,4,4,7,29,NORMAL,6053.0,,,,
13f2fb425611ce22a0549168552a43cb,1-70eba82c95092c2d8641e0e35f5f0c06,2019-4-6,Tatuapé,-23.5402,-46.5765,67467,48,65,42,11,25,43,23,14,NORMAL,6216.0,,,,
13f2fb425611ce22a0549168552e7d5e,1-7677905cb22e0f64607d80b0b1565d0b,2018-6-14,Higienópolis-Mackenzie,-23.5488,-46.6519,92210,4,24,42,28,23,7,15,25,REABASTECER,7364.0,,,,
13f2fb425611ce22a0549168552eec9d,1-20c82e7e2a7093c5e7a28a2593b3eae0,2018-3-7,Brooklin,-23.6263,-46.6878,29372,44,38,59,30,43,11,16,34,NORMAL,14467.0,,,,
13f2fb425611ce22a0549168552f5ca7,1-377830818ec5088679f427f9e8df099d,2018-3-12,Brooklin,-23.6263,-46.6878,29724,86,6,21,10,24,36,36,18,NORMAL,14472.0,,,,
13f2fb425611ce22a054916855426935,1-86bcb7c5c4cdae2c568cdfa536aae4d2,2019-4-6,Higienópolis-Mackenzie,-23.5488,-46.6519,89955,79,8,21,17,29,15,13,26,REABASTECER,7656.0,,,,
13f2fb425611ce22a054916855487aa8,1-1cfd4fb117d69967327ad8e3d9deb9a6,2019-3-4,Brooklin,-23.6263,-46.6878,26195,33,9,18,16,27,22,43,16,REABASTECER,14824.0,,,,
13f2fb425611ce22a0549168555944f2,1-dd04740ebf9a9e327b258fbe96093cb8,2019-2-28,República,-23.5436,-46.6434,107449,79,38,30,10,35,14,38,43,NORMAL,6898.0,,,,
13f2fb425611ce22a054916855674b06,1-9301c25b9ff1d230e6d6ea26613865ce,2019-9-14,República,-23.5436,-46.6434,107579,26,13,38,24,15,7,2,16,NORMAL,7094.0,,,,
13f2fb425611ce22a0549168556cd116,1-be2094c1e993d708375c0b22864b4520,2019-11-30,República,-23.5436,-46.6434,107633,86,38,44,37,20,19,8,6,REABASTECER,7170.0,,,,
13f2fb425611ce22a0549168556f5a41,1-5270b3561a422559a00191427ef60bde,2018-1-9,Higienópolis-Mackenzie,-23.5488,-46.6519,92938,7,14,4,22,7,18,13,10,REABASTECER,7209.0,,,,
13f2fb425611ce22a0549168557751a5,1-9f2458f8499cd2702663948ede5c0ee0,2018-12-16,Campo Belo,-23.6188,-46.6823,23751,86,48,19,26,34,24,9,43,NORMAL,15466.0,,,,
13f2fb425611ce22a0549168559a9622,1-52546788381593ce039fe424618588eb,2019-9-26,Higienópolis-Mackenzie,-23.5488,-46.6519,92832,47,40,56,17,26,13,5,36,NORMAL,7826.0,,,,
13f2fb425611ce22a0549168559aba8f,1-97ff742b07e3a33ba329d9ab3274a78a,2018-10-30,Pinheiros,-23.5664,-46.703,79761,76,49,10,10,19,38,29,27,NORMAL,8940.0,,,,
13f2fb425611ce22a054916855a3ba9b,1-f55d6501a269f7017746dc0f15a362b4,2018-10-2,Eucaliptos,-23.61,-46.6686,24979,67,53,24,16,40,6,19,30,REABASTECER,16112.0,,,,
13f2fb425611ce22a054916855c24c10,1-b9041651ad3471a0d35d89fb16e0e2bb,2019-6-2,Faria Lima,-23.5675,-46.6929,51795,19,13,16,25,23,43,20,27,NORMAL,8432.0,,,,
13f2fb425611ce22a054916855c4b254,1-684d5948b7034aed658454faa422f956,2018-1-10,Moema,-23.5489,-46.6388,20403,86,6,15,17,2,4,10,13,NORMAL,16570.0,,,,
13f2fb425611ce22a054916855cb6ebc,1-25bd91176bf5d63fa31c4dddb443d681,2019-10-19,Faria Lima,-23.5675,-46.6929,53381,79,1,50,19,25,26,43,25,NORMAL,8569.0,,,,
13f2fb425611ce22a054916855cb8b6c,1-b04c68d460b71aca545af3991e3171e7,2019-10-22,Faria Lima,-23.5675,-46.6929,54624,57,45,29,7,12,21,35,13,NORMAL,8572.0,,,,
13f2fb425611ce22a054916855cbbc9c,1-0a1d6531f1c2d7c7780079153e1c4426,2018-4-28,Moema,-23.5489,-46.6388,20094,75,27,3,30,36,23,38,43,REABASTECER,16678.0,,,,
13f2fb425611ce22a054916855d2207c,1-71b8ae699614fcf645673fe48c259781,2018-1-28,Pinheiros,-23.5664,-46.703,78432,64,29,5,43,24,22,13,36,REABASTECER,8668.0,,,,
13f2fb425611ce22a054916855d7ec11,1-b58e1c364aa017c8444bb2bfccb9d2cb,2018-4-18,Pinheiros,-23.5664,-46.703,78333,66,9,40,26,43,32,27,19,NORMAL,8748.0,,,,
13f2fb425611ce22a054916855dbd6d6,1-07ca2062b0afafd07291d8073f33b2e4,2018-6-19,Pinheiros,-23.5664,-46.703,77168,86,25,28,4,3,36,8,37,REABASTECER,8809.0,,,,
13f2fb425611ce22a054916855dda991,1-b4c4c6aac005fc5b5e59c3d1d6d3fb87,2018-7-19,Pinheiros,-23.5664,-46.703,77627,51,39,33,27,27,30,25,43,NORMAL,8839.0,,,,
